,Date,Time,MidPrice,LastPrice,Volume,BidPrice1,BidVolume1,AskPrice1,AskVolume1
31,2018-06-01,09:31:34,3.7845,3.785,4295600.0,3.784,385100.0,3.785,9500.0
32,2018-06-01,09:31:37,3.7865,3.787,4324300.0,3.786,33700.0,3.787,3300.0
33,2018-06-01,09:31:40,3.7865,3.786,4324400.0,3.786,33600.0,3.787,3300.0
34,2018-06-01,09:31:43,3.787,3.788,4335600.0,3.786,33600.0,3.788,101400.0
35,2018-06-01,09:31:46,3.787,3.786,4341800.0,3.786,27400.0,3.788,101400.0
36,2018-06-01,09:31:49,3.7874999999999996,3.786,4342200.0,3.787,300.0,3.788,101400.0
37,2018-06-01,09:31:52,3.7874999999999996,3.786,4342200.0,3.787,400.0,3.788,101400.0
38,2018-06-01,09:31:55,3.7874999999999996,3.788,4344200.0,3.787,400.0,3.788,99400.0
39,2018-06-01,09:31:58,3.7885,3.788,4443600.0,3.788,157000.0,3.789,11700.0
40,2018-06-01,09:32:01,3.7885,3.789,4473600.0,3.788,137100.0,3.789,1600.0
41,2018-06-01,09:32:04,3.7885,3.789,4473600.0,3.788,147100.0,3.789,1600.0
42,2018-06-01,09:32:07,3.7874999999999996,3.788,4624700.0,3.787,1400.0,3.788,47600.0
43,2018-06-01,09:32:10,3.7874999999999996,3.788,4626700.0,3.787,1400.0,3.788,11600.0
44,2018-06-01,09:32:13,3.7874999999999996,3.788,4626700.0,3.787,1100.0,3.788,71600.0
45,2018-06-01,09:32:16,3.787,3.788,4638200.0,3.786,24500.0,3.788,58500.0
46,2018-06-01,09:32:19,3.7865,3.786,4639000.0,3.786,23700.0,3.787,70000.0
47,2018-06-01,09:32:22,3.7865,3.787,4649000.0,3.786,23700.0,3.787,60000.0
48,2018-06-01,09:32:25,3.7865,3.787,4649000.0,3.786,23700.0,3.787,60000.0
49,2018-06-01,09:32:28,3.7865,3.787,4653400.0,3.786,33700.0,3.787,55600.0
50,2018-06-01,09:32:31,3.7865,3.787,4656400.0,3.786,33700.0,3.787,52800.0
51,2018-06-01,09:32:34,3.7855,3.786,4715100.0,3.785,97500.0,3.786,6000.0
52,2018-06-01,09:32:37,3.7865,3.787,4734600.0,3.786,40000.0,3.787,11200.0
53,2018-06-01,09:32:40,3.7874999999999996,3.788,4795900.0,3.787,80800.0,3.788,563700.0
54,2018-06-01,09:32:43,3.7874999999999996,3.788,4795900.0,3.787,30000.0,3.788,563700.0
55,2018-06-01,09:32:46,3.7874999999999996,3.787,4800800.0,3.787,25100.0,3.788,562700.0
56,2018-06-01,09:32:49,3.7874999999999996,3.788,4990800.0,3.787,25100.0,3.788,372700.0
57,2018-06-01,09:32:52,3.7874999999999996,3.787,4991800.0,3.787,34200.0,3.788,372700.0
58,2018-06-01,09:32:55,3.7874999999999996,3.788,4999800.0,3.787,37200.0,3.788,264700.0
59,2018-06-01,09:32:58,3.7874999999999996,3.788,5004400.0,3.787,37200.0,3.788,270100.0
60,2018-06-01,09:33:01,3.787,3.786,5244600.0,3.786,73500.0,3.788,109900.0
61,2018-06-01,09:33:04,3.7874999999999996,3.787,5295900.0,3.787,2000.0,3.788,22800.0
62,2018-06-01,09:33:07,3.7865,3.787,5306900.0,3.786,74000.0,3.787,31600.0
63,2018-06-01,09:33:10,3.7865,3.787,5320500.0,3.786,74000.0,3.787,19600.0
64,2018-06-01,09:33:13,3.7865,3.786,5320700.0,3.786,73800.0,3.787,51300.0
65,2018-06-01,09:33:16,3.7865,3.786,5320700.0,3.786,73800.0,3.787,51300.0
66,2018-06-01,09:33:19,3.7865,3.787,5321300.0,3.786,73800.0,3.787,50700.0
67,2018-06-01,09:33:22,3.7865,3.787,5360800.0,3.786,57800.0,3.787,107500.0
68,2018-06-01,09:33:25,3.7855,3.786,5419100.0,3.785,81500.0,3.786,148000.0
69,2018-06-01,09:33:28,3.7845,3.786,5764000.0,3.784,135500.0,3.785,80100.0
70,2018-06-01,09:33:31,3.7855,3.786,6290000.0,3.785,99400.0,3.786,127200.0
71,2018-06-01,09:33:34,3.784,3.784,6421400.0,3.783,92300.0,3.785,121100.0
72,2018-06-01,09:33:37,3.7835,3.785,6422200.0,3.783,92300.0,3.784,100000.0
73,2018-06-01,09:33:40,3.7824999999999998,3.782,6521400.0,3.782,216400.0,3.783,132300.0
74,2018-06-01,09:33:43,3.782,3.783,6797300.0,3.781,101900.0,3.783,192900.0
75,2018-06-01,09:33:46,3.7824999999999998,3.783,6798600.0,3.782,104500.0,3.783,191600.0
76,2018-06-01,09:33:49,3.7835,3.784,6811100.0,3.783,1600.0,3.784,70800.0
77,2018-06-01,09:33:52,3.7824999999999998,3.783,6902800.0,3.782,44500.0,3.783,29900.0
78,2018-06-01,09:33:55,3.7815000000000003,3.782,6947300.0,3.781,101900.0,3.782,5100.0
79,2018-06-01,09:33:58,3.7815000000000003,3.781,6967800.0,3.781,81900.0,3.782,4600.0
80,2018-06-01,09:34:01,3.7815000000000003,3.782,7014000.0,3.781,54700.0,3.782,98800.0
81,2018-06-01,09:34:04,3.7815000000000003,3.782,7040000.0,3.781,54700.0,3.782,87300.0
82,2018-06-01,09:34:07,3.7815000000000003,3.782,7040000.0,3.781,55300.0,3.782,167400.0
83,2018-06-01,09:34:10,3.7815000000000003,3.782,7041800.0,3.781,356300.0,3.782,165600.0
84,2018-06-01,09:34:13,3.7815000000000003,3.781,7071900.0,3.781,370400.0,3.782,135600.0
85,2018-06-01,09:34:16,3.7815000000000003,3.781,7071900.0,3.781,420700.0,3.782,135600.0
86,2018-06-01,09:34:19,3.7815000000000003,3.781,7152300.0,3.781,52000.0,3.782,135500.0
87,2018-06-01,09:34:22,3.7805,3.781,7204600.0,3.78,95700.0,3.781,39700.0
88,2018-06-01,09:34:25,3.7805,3.781,7209700.0,3.78,99100.0,3.781,13400.0
89,2018-06-01,09:34:28,3.7815000000000003,3.782,7235300.0,3.781,16000.0,3.782,38200.0
90,2018-06-01,09:34:31,3.7805,3.781,7343300.0,3.78,399600.0,3.781,30200.0
91,2018-06-01,09:34:34,3.782,3.781,7373500.0,3.781,42500.0,3.783,100000.0
92,2018-06-01,09:34:37,3.782,3.781,7393500.0,3.781,45200.0,3.783,100000.0
93,2018-06-01,09:34:40,3.782,3.781,7393500.0,3.781,47700.0,3.783,100000.0
94,2018-06-01,09:34:43,3.782,3.781,7409600.0,3.781,220600.0,3.783,100000.0
95,2018-06-01,09:34:46,3.7824999999999998,3.781,7435800.0,3.782,10000.0,3.783,180100.0
96,2018-06-01,09:34:49,3.782,3.783,7458100.0,3.781,192400.0,3.783,99700.0
97,2018-06-01,09:34:52,3.7824999999999998,3.783,7458100.0,3.782,1100.0,3.783,99700.0
98,2018-06-01,09:34:55,3.782,3.783,7466800.0,3.781,190000.0,3.783,97500.0
99,2018-06-01,09:34:58,3.782,3.781,7498000.0,3.781,190300.0,3.783,156400.0
100,2018-06-01,09:35:01,3.7835,3.783,7581300.0,3.783,33100.0,3.784,20000.0
101,2018-06-01,09:35:04,3.7835,3.783,7585300.0,3.783,29700.0,3.784,20000.0
102,2018-06-01,09:35:07,3.7835,3.783,7594700.0,3.783,20300.0,3.784,100100.0
103,2018-06-01,09:35:10,3.7835,3.784,7602700.0,3.783,20300.0,3.784,12000.0
104,2018-06-01,09:35:13,3.7824999999999998,3.783,7675200.0,3.782,87100.0,3.783,491000.0
105,2018-06-01,09:35:16,3.784,3.785,8179200.0,3.783,82400.0,3.785,84600.0
106,2018-06-01,09:35:19,3.7845,3.785,8179200.0,3.784,14700.0,3.785,90200.0
107,2018-06-01,09:35:22,3.786,3.785,8242200.0,3.785,180300.0,3.787,27200.0
108,2018-06-01,09:35:25,3.786,3.785,8242200.0,3.785,180300.0,3.787,27200.0
109,2018-06-01,09:35:28,3.7874999999999996,3.787,8274400.0,3.787,22900.0,3.788,33600.0
110,2018-06-01,09:35:31,3.7874999999999996,3.787,8279300.0,3.787,29600.0,3.788,33600.0
111,2018-06-01,09:35:34,3.7874999999999996,3.788,8284300.0,3.787,29600.0,3.788,28600.0
112,2018-06-01,09:35:37,3.7865,3.788,8364400.0,3.785,1066400.0,3.788,28500.0
113,2018-06-01,09:35:40,3.7874999999999996,3.788,8364400.0,3.787,5200.0,3.788,28500.0
114,2018-06-01,09:35:43,3.7874999999999996,3.788,8414800.0,3.787,12200.0,3.788,53400.0
115,2018-06-01,09:35:46,3.7895000000000003,3.789,8731300.0,3.789,638500.0,3.79,517000.0
116,2018-06-01,09:35:49,3.7895000000000003,3.789,8731400.0,3.789,638400.0,3.79,517000.0
117,2018-06-01,09:35:52,3.7895000000000003,3.789,8731900.0,3.789,638000.0,3.79,597100.0
118,2018-06-01,09:35:55,3.791,3.79,9329000.0,3.79,52900.0,3.792,304400.0
119,2018-06-01,09:35:58,3.7904999999999998,3.79,9333000.0,3.79,48900.0,3.791,80100.0
120,2018-06-01,09:36:01,3.7904999999999998,3.79,9333000.0,3.79,348900.0,3.791,80100.0
121,2018-06-01,09:36:04,3.7904999999999998,3.79,9333000.0,3.79,353900.0,3.791,80200.0
122,2018-06-01,09:36:07,3.7904999999999998,3.791,9668100.0,3.79,24000.0,3.791,1600.0
123,2018-06-01,09:36:10,3.79,3.789,9783200.0,3.789,557900.0,3.791,300000.0
124,2018-06-01,09:36:13,3.7904999999999998,3.79,9876100.0,3.789,477800.0,3.792,251700.0
125,2018-06-01,09:36:16,3.7885,3.789,10353900.0,3.788,44900.0,3.789,422200.0
126,2018-06-01,09:36:19,3.7885,3.789,10360900.0,3.788,5000.0,3.789,293000.0
127,2018-06-01,09:36:22,3.7895000000000003,3.79,10654900.0,3.789,307000.0,3.79,79100.0
128,2018-06-01,09:36:25,3.7895000000000003,3.79,10737000.0,3.789,228100.0,3.79,78100.0
129,2018-06-01,09:36:28,3.7895000000000003,3.79,10738300.0,3.789,228100.0,3.79,76800.0
130,2018-06-01,09:36:31,3.7904999999999998,3.789,10741800.0,3.789,233600.0,3.792,251700.0
131,2018-06-01,09:36:34,3.7904999999999998,3.792,11241800.0,3.789,232400.0,3.792,380100.0
132,2018-06-01,09:36:37,3.7895000000000003,3.792,11241800.0,3.789,252400.0,3.79,100.0
133,2018-06-01,09:36:40,3.7904999999999998,3.79,11241900.0,3.79,29900.0,3.791,80100.0
134,2018-06-01,09:36:43,3.7904999999999998,3.791,11244500.0,3.79,29900.0,3.791,77500.0
135,2018-06-01,09:36:46,3.791,3.791,11244500.0,3.79,830000.0,3.792,85900.0
136,2018-06-01,09:36:49,3.7915,3.79,11331500.0,3.79,833500.0,3.793,390500.0
137,2018-06-01,09:36:52,3.7915,3.792,11332100.0,3.791,16500.0,3.792,84500.0
138,2018-06-01,09:36:55,3.7915,3.792,11332100.0,3.791,16500.0,3.792,84500.0
139,2018-06-01,09:36:58,3.7915,3.792,11332100.0,3.791,26500.0,3.792,84500.0
140,2018-06-01,09:37:01,3.7904999999999998,3.791,11360000.0,3.79,35400.0,3.791,52200.0
141,2018-06-01,09:37:04,3.791,3.791,11360000.0,3.79,19900.0,3.792,385200.0
142,2018-06-01,09:37:07,3.7904999999999998,3.791,11363200.0,3.79,19300.0,3.791,77500.0
143,2018-06-01,09:37:10,3.7904999999999998,3.791,11363200.0,3.79,24300.0,3.791,377500.0
144,2018-06-01,09:37:13,3.7895000000000003,3.79,11391700.0,3.789,24300.0,3.79,115900.0
145,2018-06-01,09:37:16,3.79,3.79,11394300.0,3.789,24300.0,3.791,630100.0
146,2018-06-01,09:37:19,3.7904999999999998,3.791,11403300.0,3.79,300.0,3.791,336100.0
147,2018-06-01,09:37:22,3.7904999999999998,3.791,11403900.0,3.79,300.0,3.791,255400.0
148,2018-06-01,09:37:25,3.7895000000000003,3.79,11404200.0,3.789,24300.0,3.79,122100.0
149,2018-06-01,09:37:28,3.7885,3.789,11472600.0,3.788,6000.0,3.789,40200.0
150,2018-06-01,09:37:31,3.7889999999999997,3.79,11477000.0,3.788,6000.0,3.79,119700.0
151,2018-06-01,09:37:34,3.7885,3.79,11477000.0,3.788,6000.0,3.789,900.0
152,2018-06-01,09:37:37,3.7895000000000003,3.789,11490000.0,3.789,88700.0,3.79,39600.0
153,2018-06-01,09:37:40,3.7885,3.788,11681400.0,3.788,814300.0,3.789,414100.0
154,2018-06-01,09:37:43,3.7874999999999996,3.788,12496700.0,3.787,17300.0,3.788,39000.0
155,2018-06-01,09:37:46,3.7865,3.787,12544400.0,3.786,111700.0,3.787,89700.0
156,2018-06-01,09:37:49,3.787,3.787,12544400.0,3.786,111700.0,3.788,119100.0
157,2018-06-01,09:37:52,3.7865,3.787,12544400.0,3.786,111900.0,3.787,900.0
158,2018-06-01,09:37:55,3.7855,3.786,12852800.0,3.785,1021700.0,3.786,50200.0
159,2018-06-01,09:37:58,3.7865,3.787,12864900.0,3.786,1001500.0,3.787,431100.0
160,2018-06-01,09:38:01,3.7865,3.787,12869200.0,3.786,101400.0,3.787,56900.0
161,2018-06-01,09:38:04,3.7865,3.787,13062300.0,3.786,900000.0,3.787,347300.0
162,2018-06-01,09:38:07,3.7865,3.787,13146000.0,3.786,926600.0,3.787,377400.0
163,2018-06-01,09:38:10,3.7865,3.786,13235100.0,3.786,846900.0,3.787,372100.0
164,2018-06-01,09:38:13,3.787,3.786,13245100.0,3.786,836900.0,3.788,119100.0
165,2018-06-01,09:38:16,3.7874999999999996,3.786,13245100.0,3.787,122100.0,3.788,39000.0
166,2018-06-01,09:38:19,3.7885,3.788,13245200.0,3.788,78900.0,3.789,114100.0
167,2018-06-01,09:38:22,3.7885,3.789,13250200.0,3.788,100.0,3.789,189200.0
168,2018-06-01,09:38:25,3.7885,3.789,13250200.0,3.788,100.0,3.789,109100.0
169,2018-06-01,09:38:28,3.7889999999999997,3.788,13335300.0,3.788,678500.0,3.79,360400.0
170,2018-06-01,09:38:31,3.7889999999999997,3.788,13430400.0,3.788,583400.0,3.79,440500.0
171,2018-06-01,09:38:34,3.7885,3.788,13602300.0,3.788,423200.0,3.789,380100.0
172,2018-06-01,09:38:37,3.7904999999999998,3.79,14042800.0,3.79,240000.0,3.791,540400.0
173,2018-06-01,09:38:40,3.7889999999999997,3.79,14298300.0,3.788,423200.0,3.79,104600.0
174,2018-06-01,09:38:43,3.7885,3.788,14568400.0,3.788,153100.0,3.789,80100.0
175,2018-06-01,09:38:46,3.7880000000000003,3.789,14570400.0,3.787,175300.0,3.789,78100.0
176,2018-06-01,09:38:49,3.7885,3.788,14573000.0,3.788,213400.0,3.789,2000.0
177,2018-06-01,09:38:52,3.7885,3.788,14573000.0,3.788,213600.0,3.789,91900.0
178,2018-06-01,09:38:55,3.7885,3.788,14573000.0,3.788,213600.0,3.789,11800.0
179,2018-06-01,09:38:58,3.7885,3.789,14583100.0,3.788,213600.0,3.789,1700.0
180,2018-06-01,09:39:01,3.7895000000000003,3.789,14584800.0,3.789,40100.0,3.79,107900.0
181,2018-06-01,09:39:04,3.7885,3.789,14624900.0,3.788,213600.0,3.789,40000.0
182,2018-06-01,09:39:07,3.7885,3.789,14624900.0,3.788,226600.0,3.789,40000.0
183,2018-06-01,09:39:10,3.7895000000000003,3.789,14664900.0,3.789,344600.0,3.79,358300.0
184,2018-06-01,09:39:13,3.7895000000000003,3.789,14906400.0,3.789,103100.0,3.79,358300.0
185,2018-06-01,09:39:16,3.7885,3.789,15159500.0,3.788,129300.0,3.789,210500.0
186,2018-06-01,09:39:19,3.7889999999999997,3.788,15240600.0,3.788,49200.0,3.79,608300.0
187,2018-06-01,09:39:22,3.7885,3.789,15240800.0,3.788,36200.0,3.789,79900.0
188,2018-06-01,09:39:25,3.7874999999999996,3.788,15277000.0,3.787,168300.0,3.788,400.0
189,2018-06-01,09:39:28,3.7874999999999996,3.788,15277400.0,3.787,148300.0,3.788,80100.0
190,2018-06-01,09:39:31,3.7889999999999997,3.79,15360200.0,3.788,43200.0,3.79,307600.0
191,2018-06-01,09:39:34,3.7895000000000003,3.79,15360200.0,3.789,23200.0,3.79,307600.0
192,2018-06-01,09:39:37,3.7895000000000003,3.79,15360200.0,3.789,10000.0,3.79,347100.0
193,2018-06-01,09:39:40,3.7895000000000003,3.79,15360200.0,3.789,20000.0,3.79,347100.0
194,2018-06-01,09:39:43,3.7895000000000003,3.79,15371800.0,3.789,20000.0,3.79,335500.0
195,2018-06-01,09:39:46,3.7895000000000003,3.79,15383400.0,3.789,20000.0,3.79,323900.0
196,2018-06-01,09:39:49,3.7895000000000003,3.79,15413400.0,3.789,20000.0,3.79,303900.0
197,2018-06-01,09:39:52,3.7895000000000003,3.79,15423400.0,3.789,10000.0,3.79,293900.0
198,2018-06-01,09:39:55,3.7895000000000003,3.789,15485000.0,3.789,878100.0,3.79,325500.0
199,2018-06-01,09:39:58,3.7895000000000003,3.789,15663100.0,3.789,700000.0,3.79,245400.0
200,2018-06-01,09:40:01,3.7895000000000003,3.79,15755600.0,3.789,645300.0,3.79,287700.0
201,2018-06-01,09:40:04,3.7895000000000003,3.789,15835700.0,3.789,565200.0,3.79,207600.0
202,2018-06-01,09:40:07,3.7880000000000003,3.789,16505900.0,3.787,144500.0,3.789,80100.0
203,2018-06-01,09:40:10,3.7880000000000003,3.788,16586000.0,3.787,144500.0,3.789,600000.0
204,2018-06-01,09:40:13,3.7885,3.788,16746200.0,3.788,739800.0,3.789,695600.0
205,2018-06-01,09:40:16,3.7874999999999996,3.787,17606600.0,3.787,63900.0,3.788,254000.0
206,2018-06-01,09:40:19,3.7874999999999996,3.786,17693200.0,3.787,10000.0,3.788,266300.0
207,2018-06-01,09:40:22,3.7865,3.786,17883400.0,3.786,859100.0,3.787,288600.0
208,2018-06-01,09:40:25,3.7865,3.787,17964400.0,3.786,779000.0,3.787,114600.0
209,2018-06-01,09:40:28,3.7865,3.786,18424600.0,3.786,618800.0,3.787,380100.0
210,2018-06-01,09:40:31,3.7865,3.786,19565100.0,3.786,378300.0,3.787,300000.0
211,2018-06-01,09:40:34,3.7855,3.785,20212400.0,3.785,668200.0,3.786,300000.0
212,2018-06-01,09:40:37,3.7855,3.785,20768900.0,3.785,112400.0,3.786,310900.0
213,2018-06-01,09:40:40,3.7835,3.784,20882300.0,3.783,438000.0,3.784,46900.0
214,2018-06-01,09:40:43,3.784,3.785,20981400.0,3.783,18800.0,3.785,76000.0
215,2018-06-01,09:40:46,3.7845,3.783,21073100.0,3.783,17300.0,3.786,103300.0
216,2018-06-01,09:40:49,3.7855,3.784,21129300.0,3.785,20000.0,3.786,103100.0
217,2018-06-01,09:40:52,3.787,3.786,21333800.0,3.786,196900.0,3.788,577600.0
218,2018-06-01,09:40:55,3.7865,3.786,21413900.0,3.786,159400.0,3.787,80100.0
219,2018-06-01,09:40:58,3.787,3.786,21413900.0,3.786,159400.0,3.788,249300.0
220,2018-06-01,09:41:01,3.787,3.786,21440100.0,3.786,133200.0,3.788,249300.0
221,2018-06-01,09:41:04,3.7865,3.786,21496100.0,3.786,77200.0,3.787,80100.0
222,2018-06-01,09:41:07,3.7855,3.786,21573300.0,3.785,1000.0,3.786,222800.0
223,2018-06-01,09:41:10,3.7855,3.786,21573300.0,3.785,1000.0,3.786,278800.0
224,2018-06-01,09:41:13,3.7855,3.786,21573300.0,3.785,1000.0,3.786,282200.0
225,2018-06-01,09:41:16,3.7855,3.786,21573300.0,3.785,1000.0,3.786,282200.0
226,2018-06-01,09:41:19,3.7855,3.786,21573300.0,3.785,1000.0,3.786,362300.0
227,2018-06-01,09:41:22,3.7845,3.785,21582600.0,3.784,1800.0,3.785,14900.0
228,2018-06-01,09:41:25,3.7855,3.785,21597500.0,3.785,72100.0,3.786,281900.0
229,2018-06-01,09:41:28,3.7855,3.786,21597700.0,3.785,32600.0,3.786,281700.0
230,2018-06-01,09:41:31,3.7855,3.785,21606000.0,3.785,24300.0,3.786,281700.0
231,2018-06-01,09:41:34,3.7855,3.785,21606000.0,3.785,28300.0,3.786,281700.0
232,2018-06-01,09:41:37,3.7855,3.785,21606500.0,3.785,27800.0,3.786,281700.0
233,2018-06-01,09:41:40,3.7855,3.786,21615800.0,3.785,27800.0,3.786,272400.0
234,2018-06-01,09:41:43,3.7855,3.785,21619100.0,3.785,24500.0,3.786,272400.0
235,2018-06-01,09:41:46,3.7845,3.785,21643600.0,3.784,21000.0,3.785,175500.0
236,2018-06-01,09:41:49,3.7845,3.785,21643600.0,3.784,23000.0,3.785,189800.0
237,2018-06-01,09:41:52,3.7845,3.785,21653600.0,3.784,25200.0,3.785,179800.0
238,2018-06-01,09:41:55,3.7845,3.785,21653600.0,3.784,28200.0,3.785,347900.0
239,2018-06-01,09:41:58,3.7845,3.785,21653600.0,3.784,12800.0,3.785,347900.0
240,2018-06-01,09:42:01,3.7845,3.785,21659100.0,3.784,12800.0,3.785,346400.0
241,2018-06-01,09:42:04,3.7845,3.785,21659100.0,3.784,12900.0,3.785,346400.0
242,2018-06-01,09:42:07,3.7845,3.784,21660500.0,3.784,16500.0,3.785,426500.0
243,2018-06-01,09:42:10,3.7835,3.784,21677000.0,3.783,45600.0,3.784,40400.0
244,2018-06-01,09:42:13,3.784,3.784,21723200.0,3.783,42300.0,3.785,352500.0
245,2018-06-01,09:42:16,3.7845,3.785,21746400.0,3.784,23900.0,3.785,329300.0
246,2018-06-01,09:42:19,3.7855,3.786,22291900.0,3.785,986800.0,3.786,63600.0
247,2018-06-01,09:42:22,3.787,3.786,22355500.0,3.786,40000.0,3.788,172200.0
248,2018-06-01,09:42:25,3.787,3.786,22411500.0,3.786,7900.0,3.788,172200.0
249,2018-06-01,09:42:28,3.787,3.786,22411500.0,3.786,7900.0,3.788,172200.0
250,2018-06-01,09:42:31,3.787,3.786,22411500.0,3.786,10900.0,3.788,172200.0
251,2018-06-01,09:42:34,3.787,3.786,22411500.0,3.786,14000.0,3.788,116200.0
252,2018-06-01,09:42:37,3.787,3.786,22421500.0,3.786,224300.0,3.788,116200.0
253,2018-06-01,09:42:40,3.787,3.786,22421500.0,3.786,1124400.0,3.788,116200.0
254,2018-06-01,09:42:43,3.787,3.786,22422000.0,3.786,1123900.0,3.788,119600.0
255,2018-06-01,09:42:46,3.787,3.786,22422000.0,3.786,1128800.0,3.788,119600.0
256,2018-06-01,09:42:49,3.787,3.786,22478000.0,3.786,1672900.0,3.788,119600.0
257,2018-06-01,09:42:52,3.7885,3.788,22597600.0,3.788,831900.0,3.789,262500.0
258,2018-06-01,09:42:55,3.7885,3.788,23364600.0,3.788,65100.0,3.789,262500.0
259,2018-06-01,09:42:58,3.7885,3.788,23389800.0,3.788,26400.0,3.789,262500.0
260,2018-06-01,09:43:01,3.7885,3.788,23389800.0,3.788,29400.0,3.789,262500.0
261,2018-06-01,09:43:04,3.7885,3.788,23389800.0,3.788,8000.0,3.789,262500.0
262,2018-06-01,09:43:07,3.7865,3.787,23427800.0,3.786,1085800.0,3.787,26000.0
263,2018-06-01,09:43:10,3.7865,3.787,23427900.0,3.786,185700.0,3.787,25900.0
264,2018-06-01,09:43:13,3.7865,3.787,23427900.0,3.786,187700.0,3.787,29200.0
265,2018-06-01,09:43:16,3.7865,3.787,23427900.0,3.786,193700.0,3.787,29200.0
266,2018-06-01,09:43:19,3.7865,3.787,23429900.0,3.786,190700.0,3.787,27200.0
267,2018-06-01,09:43:22,3.7865,3.787,23443200.0,3.786,190700.0,3.787,13900.0
268,2018-06-01,09:43:25,3.7865,3.787,23443200.0,3.786,190700.0,3.787,13900.0
269,2018-06-01,09:43:28,3.787,3.786,23513100.0,3.786,134700.0,3.788,357200.0
270,2018-06-01,09:43:31,3.7885,3.788,23570200.0,3.788,300100.0,3.789,262500.0
271,2018-06-01,09:43:34,3.7880000000000003,3.788,23570200.0,3.787,17400.0,3.789,262500.0
272,2018-06-01,09:43:37,3.7885,3.788,23570980.0,3.788,4220.0,3.789,262500.0
273,2018-06-01,09:43:40,3.7874999999999996,3.788,23575200.0,3.787,22400.0,3.788,5300.0
274,2018-06-01,09:43:43,3.7865,3.787,23597600.0,3.786,134700.0,3.787,113700.0
275,2018-06-01,09:43:46,3.7865,3.786,23682900.0,3.786,54600.0,3.787,74500.0
276,2018-06-01,09:43:49,3.7855,3.786,23708300.0,3.785,43300.0,3.786,317500.0
277,2018-06-01,09:43:52,3.7855,3.786,23711300.0,3.785,6900.0,3.786,314500.0
278,2018-06-01,09:43:55,3.7855,3.786,23711300.0,3.785,6900.0,3.786,314500.0
279,2018-06-01,09:43:58,3.7855,3.786,23711300.0,3.785,6900.0,3.786,297000.0
280,2018-06-01,09:44:01,3.7855,3.786,23711300.0,3.785,16900.0,3.786,297000.0
281,2018-06-01,09:44:04,3.7855,3.785,23715300.0,3.785,12900.0,3.786,297000.0
